batch_id,lab_batch_id,institution_name,batch_notes,num_sample,num_results,analytes
647,NULL,NULL,"CMIBS data, results from Hayashi_1997",3016,2388,"Al, Al2O3, Ba, C, Ca, CaO, Ce, Co, Cr, Cu, Fe, Fe2O3, FeO, Ga, K, K2O, LOI, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, S, Si, SiO2, Sr, Th, Ti, TiO2, U, V, Y, Zn, Zr"
648,NULL,NULL,"CMIBS data, results from Hemming_1995",528,488,"Al, Al2O3, Ba, Ca, CaO, Ce, Cr, Cu, Dy, Er, Eu, Fe, Fe2O3, Gd, K, K2O, La, Mg, MgO, Mn, MnO, Na, Na2O, Nd, Ni, P, P2O5, Rb, Sc, Si, SiO2, Sm, Sr, Th, Ti, TiO2, V, Y, Yb, Zn, Zr"
649,NULL,NULL,"CMIBS data, results from Hennessy_1996",1485,513,"Al, Al2O3, Ba, C-graph, CO2, Ca, CaO, Ce, Co, Cr, Cu, Eu, Fe, Fe2O3, Ga, Hf, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Rb, S, SO4, Sc, Si, SiO2, Sm, Sr, TOC, Ta, Tb, Th, Ti, TiO2, U, V, Y, Yb, Zn, Zr"
650,NULL,NULL,"CMIBS data, results from Hetzel_2009",360,334,"Al, Al2O3, As, Ba, Ca, CaO, Cd, Cr, Cu, Fe, Fe2O3, K, K2O, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Ni, P, P2O5, Rb, S, S_PY, Si, SiO2, Sr, TIC, TOC, Ti, TiO2, U, V, Y, Zn, Zr"
651,NULL,NULL,"CMIBS data, results from Hofmann_2003",765,649,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Tb, Th, Ti, TiO2, Tm, V, Y, Yb, Zn, Zr"
652,NULL,NULL,"CMIBS data, results from Hofmann_2005",1104,843,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
653,NULL,NULL,"CMIBS data, results from Kalsbeek_2010",1003,935,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
654,NULL,NULL,"CMIBS data, results from Kamber_2005",60,60,"Al, Al2O3, Ba, Be, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
655,NULL,NULL,"CMIBS data, results from Kasanzu_2008",4940,3884,"Al, Al2O3, Ba, Bi, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Ge, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sb, Sc, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
656,NULL,NULL,"CMIBS data, results from Ke_2008",1880,1119,"Al, Al2O3, Ba, Ca, CaO, Ce, Cs, Dy, Er, Eu, Fe, Fe2O3, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, P, P2O5, Pb, Pr, Rb, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, Y, Yb, Zr"
657,NULL,NULL,"CMIBS data, results from Kimura_2004",2166,2014,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cu, Dy, Er, Eu, Fe, Fe2O3, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
658,NULL,NULL,"CMIBS data, results from Komuro_2003",4214,3724,"Al, Al2O3, As, Ba, Ca, CaO, Co, Cr, Cu, Fe, Fe2O3, K, K2O, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, Si, SiO2, Sr, Th, Ti, TiO2, U, V, W, Y, Zn, Zr"
659,NULL,NULL,"CMIBS data, results from Lacassie_2006",276,276,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cu, Dy, Er, Eu, Fe, Fe2O3, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Sc, Si, SiO2, Sm, Sr, Th, Ti, TiO2, V, Y, Yb, Zn, Zr"
660,NULL,NULL,"CMIBS data, results from Large_2014. Large, R., 2014, unpublished data",408,384,"Ag, Al, Al2O3, As, Ba, Bi, C, CTO2, Ca, CaO, Cd, Ce, Cr, Cs, Cu, Fe, Fe2O3, K, K2O, LOI, La, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Rb, S, Sb, Sc, Si, SiO2, Sr, TOC, Th, Ti, TiO2, Tl, U, V, Y, Zn, Zr"
661,NULL,NULL,"CMIBS data, results from Lee_2002",2772,2508,"Al, Al2O3, Ba, Be, Bi, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
662,NULL,NULL,"CMIBS data, results from Legault_1994",918,518,"Al, Al2O3, Ba, Ca, CaO, Ce, Cr, Cs, Cu, Dy, Eu, Fe, Fe2O3, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Rb, S, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, U, V, Y, Yb, Zn, Zr"
663,NULL,NULL,"CMIBS data, results from Lev_2004",192,192,"Ce, Dy, Er, Eu, Gd, La, Nd, Pb, Sm, TOC, U, Yb"
664,NULL,NULL,"CMIBS data, results from Leventhal_1980",312,245,"Al, As, Ca, Co, Cr, Cu, Fe, Hg, K, Mn, Mo, Ni, Pb, S, Si, TOC, Th, Ti, U, V, Zn"
665,NULL,NULL,"CMIBS data, results from Leventhal_1991",880,515,"Al, Ba, C, Co, Cr, Cu, Fe, K, Mn, Mo, Ni, Pb, S, Si, TOC, Tmax, U, V, Zn"
666,NULL,NULL,"CMIBS data, results from Levitan_2010",960,775,"Ag, Al, As, Au, Ba, CO2, Ca, Ce, Co, Cr, Cu, Dy, Er, Eu, Fe, Gd, H, Ho, La, Li, Lu, Mg, Mn, Mo, N, Na, Nd, Ni, P, Pb, Pd, Pr, Pt, S, Sc, Se, Sm, Sr, TOC, Tb, Ti, Tm, V, W, Y, Yb, Zn"
667,NULL,NULL,"CMIBS data, results from Lewis_2010",124608,31311,"Ag, Al, Al2O3, As, Ba, Ca, CaCO3, CaO, Cd, Co, Cr, Cu, Fe, Fe2O3, Ga, K, K2O, LOI, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, S, SO3, Sc, Si, SiO2, Sr, TOC, Ti, TiO2, V, Y, Zn, Zr"
668,NULL,NULL,"CMIBS data, results from Li_2005",1100,1100,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Dy, Er, Eu, Fe, Fe2O3, FeO, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Yb, Zr"
669,NULL,NULL,"CMIBS data, results from Lipinski_2003",4773,4515,"Ag, Al, Al2O3, As, Ba, C, Ca, CaO, Cd, Co, Cr, Cu, Fe, Fe2O3, K, K2O, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Ni, P, P2O5, Pb, Rb, Re, S, Si, SiO2, Sr, TIC, TOC, Ti, TiO2, U, V, Y, Zn, Zr"
670,NULL,NULL,"CMIBS data, results from Manassero_2009",1014,869,"Ag, Al, Al2O3, As, Au, Ba, Be, Bi, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Hg, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sb, Sc, Se, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
671,NULL,NULL,"CMIBS data, results from Manheim_1974",476,361,"Al, B, Ba, Ca, Cd, Co, Cr, Cu, Fe, K, Mg, Mn, Mo, Ni, Pb, Si, Sn, Sr, Ti, V, Zn, Zr"
672,NULL,NULL,"CMIBS data, results from Manikyamba_2006",1501,1247,"Ag, Al, Al2O3, As, Ba, Be, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Re, Sb, Sc, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
673,NULL,NULL,"CMIBS data, results from Manikyamba_2008",897,858,"Ag, Al, Al2O3, As, Ba, C, CO2, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Re, Sb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
674,NULL,NULL,"CMIBS data, results from Maslov_2006",140,140,"Ce, Dy, Er, Eu, Gd, Ho, La, Lu, Nd, Pr, Sm, Tb, Tm, Yb"
675,NULL,NULL,"CMIBS data, results from Maslov_2010",462,462,"Ag, Al, Al2O3, Ba, Be, Bi, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Ge, Hf, Ho, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sb, Sc, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
676,NULL,NULL,"CMIBS data, results from McLennan_1983",552,526,"Al, B, Ba, Bi, Ca, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Ga, Gd, Hf, Ho, K, LOI, La, Mg, Mn, Mo, Na, Nb, Nd, Ni, Pb, Pr, Sc, Si, Sm, Sn, Sr, Tb, Th, Ti, U, V, W, Y, Yb, Zr"
677,NULL,NULL,"CMIBS data, results from McLennan_1984",836,771,"Al, B, Ba, Bi, Ca, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Ga, Gd, Hf, Ho, K, LOI, La, Mg, Mn, Mo, Na, Nb, Nd, Ni, Pb, Pr, Sc, Se, Si, Sm, Sn, Tb, Th, Ti, U, V, W, Y, Yb, Zr"
678,NULL,NULL,"CMIBS data, results from McLennan_1990",1568,1174,"Al, Ba, Bi, Ca, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Gd, Hf, Ho, K, LOI, La, Mg, Mn, Mo, Na, Nb, Nd, Ni, Pb, Pr, Sc, Si, Sm, Sn, Sr, Tb, Th, Ti, Tl, U, V, W, Y, Yb, Zr"
679,NULL,NULL,"CMIBS data, results from McPherson_1980",72,72,"Al, Al2O3, C, CO2, Ca, CaO, Fe, Fe2O3, H2O_m, H2O_p, K, K2O, Mg, MgO, Mn, MnO, Na, Na2O, P, P2O5, Si, SiO2, Ti, TiO2"
680,NULL,NULL,"CMIBS data, results from Medrano_1995",8611,5717,"Ag, Al, Al2O3, As, Ba, Be, Ca, CaO, Cd, Ce, Co, Cr, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Ho, K, K2O, LOI, La, Li, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nd, Ni, P, P2O5, Pb, Pr, S, Sc, Si, SiO2, Sm, Sr, TOC, Tb, Th, Ti, TiO2, Tm, V, Y, Yb, Zn"
681,NULL,NULL,"CMIBS data, results from Meyer_1996",58,58,"Al, Al2O3, As, Au, Ba, C, CO2, Ca, CaO, Ce, Co, Cr, Cs, Cu, Eu, Fe, Fe2O3, Gd, Hf, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Rb, S, Sb, Sc, Se, Si, SiO2, Sm, Sr, TOC, Ta, Tb, Th, Ti, TiO2, U, V, Y, Yb, Zn, Zr"
682,NULL,NULL,"CMIBS data, results from Mishra_2010",456,300,"Al, Al2O3, Ba, Ca, CaO, Ce, Cr, Dy, Er, Eu, Fe, Fe2O3, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Tb, Th, Ti, TiO2, Tm, U, Y, Yb, Zr"
683,NULL,NULL,"CMIBS data, results from Moisan_1992",2548,2459,"Al, Al2O3, As, Ba, C, CTO2, Ca, CaO, Ce, Cr, Cs, Eu, Fe, Fe2O3, Hf, K, K2O, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Rb, S, Sb, Sc, Se, Si, SiO2, Sm, Sr, Tb, Th, Ti, TiO2, U, Y, Yb, Zn, Zr"
684,NULL,NULL,"CMIBS data, results from Mossman_2005",3978,3472,"Al, Al2O3, Ca, CaO, Co, Cr, Cu, Fe, Fe2O3, K, K2O, Mg, MgO, Mn, MnO, Na2O, Ni, P, P2O5, Pb, Si, SiO2, TiO2, Zn"
685,NULL,NULL,"CMIBS data, results from Nagarajan_2007_1",520,436,"Al, Ba, Ca, Ce, Co, Cr, Cu, Dy, Er, Eu, Fe, Gd, Hf, Ho, K, LOI, La, Lu, Mg, Na, Nb, Nd, Ni, P, Pb, Pr, Rb, Sc, Si, Sm, Sr, Tb, Th, Ti, Tm, U, V, Yb, Zn, Zr"
686,NULL,NULL,"CMIBS data, results from Nagarajan_2007_2",432,368,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
687,NULL,NULL,"CMIBS data, results from OBrien_1988",140,139,"Al, Al2O3, Au, Ba, Ca, CaO, Cr, Cu, Fe, Fe2O3, Ga, K, K2O, LOI, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, Si, SiO2, Sr, Th, Ti, TiO2, V, Y, Zn"
688,NULL,NULL,"CMIBS data, results from Paikaray_2008",3344,2989,"Al, Al2O3, Ba, Ca, CaO, Ce, Cu, Eu, Fe, Fe2O3, Gd, K, K2O, LOI, La, Mg, MgO, Mn, MnO, Na, Na2O, Nd, Ni, P, P2O5, Si, SiO2, Sm, Sr, Ti, TiO2, V, Zn, Zr"
689,NULL,NULL,"CMIBS data, results from Pasava_1996",736,330,"Al, Al2O3, As, Au, CO2, Ca, CaO, Co, Cr, Cu, F, Fe, Fe2O3, FeO, H2O_p, H2O_t, Ir, K, K2O, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Ni, P, P2O5, Pb, Pd, Pt, Rh, Ru, S, Si, SiO2, TOC, Ti, TiO2, V, Zn"
690,NULL,NULL,"CMIBS data, results from Pasava_2003",315,267,"Au, Cu, Ir, Ni, Pd, Pt, Rh, Ru"
691,NULL,NULL,"CMIBS data, results from Pasava_2010",72,72,"Co, Cr, Cu, Mo, Ni, Pb, S, TOC, Th, U, V, Zn"
692,NULL,NULL,"CMIBS data, results from Patocka_2004",264,258,"Al, Al2O3, Ba, C, CO2, Ca, CaO, Ce, Cr, Eu, Fe, Fe2O3, Gd, H2O_t, Hf, K, K2O, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nd, Ni, P, P2O5, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Y, Yb, Zr"
693,NULL,NULL,"CMIBS data, results from Patterson_1986",363,218,"Ag, Al, Al2O3, As, Au, B, Ba, Be, Bi, Br, C, CO2, Ca, CaO, Cd, Ce, Cl, Co, Cr, Cs, Cu, Dy, Er, Eu, F, Fe, Fe2O3, Ga, Gd, Hf, Ho, I, K, K2O, La, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, SO3, Sb, Sc, Se, Si, SiO2, Sm, Sn, Sr, TOC, Tb, Th, Ti, TiO2, Tl, Tm, U, V, Y, Yb, Zn, Zr"
694,NULL,NULL,"CMIBS data, results from Perkins_2008",3465,2703,"Al, Al2O3, As, Ba, Be, Bi, C, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, F, Fe, Fe2O3, Ga, Gd, Ho, K, K2O, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, S, Sb, Sc, Se, Si, SiO2, Sm, Sn, Sr, TIC, TOC, Tb, Th, Ti, TiO2, Tl, Tm, U, V, Y, Yb, Zn, Zr"
695,NULL,NULL,"CMIBS data, results from Piper_1999",1330,743,"Ag, Al, As, B, Ba, C, CO2, Ca, Cd, Ce, Co, Cr, Cu, Dy, Er, Eu, F, Fe, Gd, H2O_m, H2O_p, Hf, Ho, K, LOI, La, Li, Lu, Mg, Mn, Mo, Na, Nd, Ni, P, Pb, Pr, S, Sb, Sc, Se, Si, Sm, Sr, Tb, Th, Ti, Tm, U, V, Y, Yb, Zn"
696,NULL,NULL,"CMIBS data, results from Podkovyrov_2002",896,835,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
697,NULL,NULL,"CMIBS data, results from Polat_1998",357,357,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Dy, Er, Eu, Fe, Fe2O3, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zr"
698,NULL,NULL,"CMIBS data, results from Polat_2000",765,765,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Dy, Er, Eu, Fe, Fe2O3, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zr"
699,NULL,NULL,"CMIBS data, results from Poole_1984",45216,1709,"Ag, As, Co, Cr, Cu, Mn, Mo, Ni, Pb, S, Se, TIC, TOC, Tmax, V, Zn"
700,NULL,NULL,"CMIBS data, results from Prior_2006",8245,6294,"Ag, Al, Al2O3, As, Au, B, Ba, Be, Bi, C, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Hg, Ho, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, S, SO4, Sb, Sc, Se, Si, SiO2, Sm, Sn, Sr, TOC, Ta, Tb, Te, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
701,NULL,NULL,"CMIBS data, results from Rashid_2005",150,140,"Al, Ca, Ce, Dy, Er, Eu, Gd, K, La, Na, Nd, Si, Sm, Yb"
702,NULL,NULL,"CMIBS data, results from Rasmy_1983",1242,756,"B, Be, Co, Cu, Ga, Li, Mn, Mo, Ni, Pb, Ti, V, Y, Zn"
703,NULL,NULL,"CMIBS data, results from Raza_2002",1173,1075,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Ho, K, K2O, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
704,NULL,NULL,"CMIBS data, results from Raza_2010",224,224,"Ce, Dy, Er, Eu, Gd, Ho, La, Lu, Nd, Pr, Sm, Tb, Tm, Yb"
705,NULL,NULL,"CMIBS data, results from Riley_1982",32,23,"Ni, TOC, V"
706,NULL,NULL,"CMIBS data, results from Ritcey_2005",2196,2052,"Al, Al2O3, Ba, Be, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, La, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, U, V, W, Y, Yb, Zn, Zr"
707,NULL,NULL,"CMIBS data, results from Robl_1983",28980,17601,"Al, Ash, Ba, C, Ca, Co, Cr, Cu, Fe, H, H2O_m, K, Mg, Mo, N, Na, Ni, P, S, Si, Sr, TIC, TOC, Th, Ti, U, V, Zn, Zr"
708,NULL,NULL,"CMIBS data, results from Robl_1988",230,206,"Al, Ba, Ca, Co, Cr, Cu, Fe, H, K, Mg, Mo, N, Na, Ni, S, Si, TIC, TOC, Ti, V, Zn"
709,NULL,NULL,"CMIBS data, results from Rogers_2003",8784,5428,"Al, Al2O3, Ba, Bi, Ca, CaO, Ce, Cl, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, FeO, Ga, Gd, Hf, Ho, In, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, Y, Yb, Zn, Zr"
710,NULL,NULL,"CMIBS data, results from Roser_2002",574,544,"Al, Al2O3, Ba, Ca, CaO, Ce, Cr, Cu, Fe, Fe2O3, Ga, K, K2O, LOI, La, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, Sc, Si, SiO2, Sr, Th, Ti, TiO2, U, V, Y, Zn, Zr"
711,NULL,NULL,"CMIBS data, results from Ross_2009",2907,2735,"Ag, Al, Al2O3, Ba, Be, Bi, C, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Fe, Fe2O3, Ga, Ge, Hf, K, K2O, La, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, Re, S, Se, Si, SiO2, Sr, TIC, TOC, Ta, Th, Ti, TiO2, Tl, U, V, Y, Zn, Zr"
712,NULL,NULL,"CMIBS data, results from Rudnick_2003",249,241,"Ag, Al, Al2O3, As, Au, B, Ba, Be, Bi, Br, Ca, CaO, Cd, Ce, Cl, Co, Cr, Cs, Cu, Dy, Er, Eu, F, Fe, Fe2O3, Ga, Gd, Ge, Hf, Hg, Ho, I, In, Ir, K, K2O, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, N, Na, Na2O, Nb, Nd, Ni, Os, P, P2O5, Pb, Pd, Pr, Pt, Rb, Re, Ru, S, Sb, Sc, Se, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
713,NULL,NULL,"CMIBS data, results from Sambasiva_1999",884,832,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, Y, Yb, Zn, Zr"
714,NULL,NULL,"CMIBS data, results from Samson_1990",16,16,"Nd, Sm"
715,NULL,NULL,"CMIBS data, results from Sangster_2014. Sangster, A.L., 2014, unpublished data.",8917,8737,"Ag, Al, Al2O3, As, Au, Ba, Be, Ca, CaO, Co, Cr, Cu, Fe, Fe2O3, K, K2O, LOI, Li, Mg, MgO, Mn, MnO, Na, Na2O, Ni, P, P2O5, Pb, Sc, Si, SiO2, Sr, Ti, TiO2, V, Zn, Zr"
716,NULL,NULL,"CMIBS data, results from Sawyer_1986",1470,1227,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Cu, Eu, Fe, Fe2O3, Hf, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Rb, S, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, U, V, Y, Yb, Zn, Zr"
