"batch_id","lab_batch_id","institution_name","batch_notes","num_sample","num_results","analytes"
1970,NULL,NULL,"DM-SED compiled data from Zhou et al. 2017 (reference_id: 718).","1081","1065","Al, Ba, Ca, Cd, Ce, Co, Cr, Cs, Dy, Er, Eu, Fe, Ga, Gd, Hf, Ho, K, La, Lu, Mg, Mn, Mo, Na, Nb, Nd, Ni, P, Pb, Pr, Rb, Re, S, Si, Sm, TOC, Ta, Tb, Th, Ti, Tl, Tm, U, V, Y, Yb, Zn, Zr"
1971,NULL,NULL,"DM-SED compiled data from Ball & Farmer, 1998 (reference_id: 731).","40","40","Ba, Ce, Cr, Eu, Hf, K, La, Lu, Nb, Nd, P, Rb, Sc, Sm, Sr, Ta, Th, U, Yb, Zr"
1972,NULL,NULL,"DM-SED compiled data from Bangert, 2000 (reference_id: 778).","552","551","Al, Ba, Ca, Co, Cr, Fe, K, Mg, Mn, Na, Nb, Ni, P, Rb, S, Si, Sr, TOC, Ti, V, Y, Zn, Zr"
1973,NULL,NULL,"DM-SED compiled data from Lazar, 2007 (reference_id: 790).","616","616","Al, C, Co, Cr, Fe, Mo, Ni, P, S, Si, TOC, Th, U, V"
1974,NULL,NULL,"DM-SED compiled data from Siebert et al. 2005 (reference_id: 690).","253","238","Al, Ba, Ca, Cr, Cu, Fe, K, Mg, Mn, Mo, Na, Nb, Ni, P, Pb, Rb, Si, Sr, Ti, V, Y, Zn, Zr"
1975,NULL,NULL,"DM-SED compiled data from Rantitsch et al. 2003 (reference_id: 662).","1128","829","Al, Ba, C, Ca, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Gd, Hf, Ho, K, La, Lu, Mg, Mn, Na, Nb, Nd, Ni, P, Pb, Pr, Rb, S, Sb, Sc, Si, Sm, Sr, TOC, Ta, Tb, Th, Ti, Tm, U, V, Y, Yb, Zn, Zr"
1976,NULL,NULL,"DM-SED compiled data from Chen et al. 2016 (reference_id: 704).","792","791","Al, Ba, Be, Ca, Cd, Ce, Co, Cr, Cs, Cu, Fe, Ga, Ge, Hf, K, Li, Mg, Mn, Mo, Na, Nb, Ni, P, Rb, Sc, Si, Sr, TOC, Ta, Th, Ti, Tl, U, V, Zn, Zr"
1977,NULL,NULL,"DM-SED compiled data from Rheams & Neathery, 1984 (reference_id: 794).","68","43","Mo, P, U, V"
1978,NULL,NULL,"DM-SED compiled data from Wani & Mondal, 2011 (reference_id: 741).","360","360","Al, Ba, Ca, Ce, Co, Cr, Cs, Dy, Er, Eu, Fe, Gd, Hf, Ho, K, La, Lu, Mg, Mn, Na, Nb, Nd, Ni, P, Pr, Rb, Sc, Si, Sm, Sr, Ta, Tb, Th, Ti, Tm, U, V, Y, Yb, Zr"
1979,NULL,NULL,"DM-SED compiled data from Sandberg & Gutschick, 1984 (reference_id: 798).","368","296","Ag, B, Ba, Be, Ca, Cr, Cu, Fe, La, Mn, Mo, Nd, Ni, P, Pb, Sc, Sr, TOC, Ti, V, Y, Yb, Zr"
1980,NULL,NULL,"DM-SED compiled data from Melchin et al. 2013 (reference_id: 739).","160","160","DELTA_C13_CARB, DELTA_N15, DELTA_O18_CARB, N, TOC"
1981,NULL,NULL,"DM-SED compiled data from Georgiev et al. 2012 (reference_id: 676).","1504","1504","Ag, Al, As, Ba, Be, Bi, Ca, Cd, Ce, Co, Cr, Cs, Cu, Fe, Ga, Ge, Hf, Hg, K, La, Li, Lu, Mg, Mn, Mo, Na, Nb, Ni, P, Pb, Rb, S, Sb, Sc, Se, Sn, Sr, TOC, Tb, Th, Tl, U, V, Y, Yb, Zn, Zr"
1982,NULL,NULL,"DM-SED compiled data from Pundaree et al. 2015 (reference_id: 702).","588","570","Al, Ba, Ca, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Ga, Gd, Hf, Ho, K, La, Lu, Mg, Mn, Na, Nb, Nd, Ni, P, Pr, Rb, Sc, Si, Sm, Sr, Tb, Th, Ti, Tm, U, V, Y, Yb, Zn, Zr"
1983,NULL,NULL,"DM-SED compiled data from Absar et al. 2009 (reference_id: 720).","396","294","Al, Ba, Ca, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Ga, Gd, Hf, Ho, K, La, Lu, Mg, Mn, Na, Nb, Nd, Ni, P, Pb, Pr, Rb, Sc, Si, Sm, Sr, Ta, Tb, Th, Ti, Tm, U, V, Y, Yb, Zn, Zr"
1984,NULL,NULL,"DM-SED compiled data from Saunders & Savrda, 1993 (reference_id: 753).","15","15","Mo, P, TOC"
1985,NULL,NULL,"DM-SED compiled data from Yamaguchi, 2002 (reference_id: 785).","190","190","P, TOC"
1986,NULL,NULL,"DM-SED compiled data from Dypvik & Zakharov, 2012 (reference_id: 750).","2200","2042","Al, As, Ba, Be, Ca, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Ga, Gd, Hf, Ho, K, La, Lu, Mg, Mn, Mo, Na, Nb, Nd, Ni, P, Pb, Pr, Rb, Sb, Sc, Si, Sm, Sr, TOC, Ta, Tb, Th, Ti, Tl, Tm, U, V, Y, Yb, Zn, Zr"
1987,NULL,NULL,"DM-SED compiled data from Carmichael et al. 2016 (reference_id: 695).","6292","5784","Ag, Al, As, Ba, Ca, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Ga, Gd, Ge, Hf, Ho, K, La, Lu, Mg, Mn, Mo, Na, Nb, Nd, Ni, P, Pb, Pr, Rb, S, Sb, Sc, Si, Sm, Sr, TOC, Ta, Tb, Th, Ti, Tl, Tm, U, V, Y, Yb, Zn, Zr"
1988,NULL,NULL,"DM-SED compiled data from Zhou et al. 2015 (reference_id: 700).","1860","1688","Al, Ba, C, Ca, Ce, Cr, Cu, Fe, K, La, Mg, Mn, Na, Nb, Ni, P, Pb, Rb, S, Si, Sr, TIC, TOC, Th, Ti, U, V, Y, Zn, Zr"
1989,NULL,NULL,"DM-SED compiled data from Yang et al. 2017 (reference_id: 716).","646","646","Al, Ca, Ce, Co, Cr, Cu, Dy, Er, Eu, Fe, Gd, Ho, K, La, Lu, Mg, Mn, Na, Nd, Ni, P, Pb, Pr, S, Si, Sm, TOC, Tb, Ti, Tm, U, V, Yb, Zn"
1990,NULL,NULL,"DM-SED compiled data from Wang et al. 2017 (reference_id: 685).","1740","1723","Al, As, Ba, Be, Bi, Ca, Cd, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Ga, Gd, Ge, Hf, Hg, Ho, K, La, Li, Lu, Mg, Mn, Mo, Na, Nb, Nd, Ni, P, Pb, Pr, Rb, S, Sb, Sc, Se, Si, Sm, Sn, Sr, TOC, Ta, Tb, Th, Ti, Tl, Tm, U, V, Y, Yb, Zn, Zr"
1991,NULL,NULL,"DM-SED compiled data from Gao et al. 2016 (reference_id: 713).","384","379","Al, Ba, Ca, Ce, DELTA_C13_ORG, Dy, Er, Eu, Fe, Gd, Ho, K, La, Lu, Mg, Mn, Mo, Na, Nd, Ni, P, Pr, S, Si, Sm, TOC, Tb, Ti, Tm, U, V, Yb"
1992,NULL,NULL,"DM-SED compiled data from Yin et al. 2017 (reference_id: 682).","115","115","Hg, Mo, P, S, TOC"
1993,NULL,NULL,"DM-SED compiled data from Huang et al. 2013 (reference_id: 736).","980","978","Al, Ca, Co, Fe, Gd, Ge, Hf, K, La, Mg, Mn, Na, P, Sc, Si, Th, Ti, W, Yb, Zr"
1994,NULL,NULL,"DM-SED compiled data from Lev, 1998 (reference_id: 793).","270","256","Ce, Dy, Er, Eu, Fe, Gd, La, Nd, P, Pb, S, Sm, TOC, U, Yb"
1995,NULL,NULL,"DM-SED compiled data from Fraser, 2005 (reference_id: 802).","20910","16398","Ag, Al, As, B, Ba, Be, Bi, Ca, Cd, Ce, Co, Cr, Cs, Cu, Fe, Ga, Hf, In, K, La, Li, Mg, Mn, Mo, Na, Nb, Ni, P, Pb, Rb, S, Sb, Sc, Se, Sn, Sr, TOC, Te, Th, Tl, U"
