"lith_name","lith_texture","lith_comp","color","verbatim_lith"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE, 825 FT. ABOVE BASE"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE, 9 FT ABOVE BASE"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE, ARGILLITE;  carbonaceous (organic); siliceous;"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE, COALY"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE, CORE SMPL, DEPTH INT. 28.0'-29.0'"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE, PLANT FRAGMENTS, GRAYISH BROWN.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE, SLICKENSIDES, PLANT FRAGMENTS, GRAYISH BROWN.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE, VERY FLAKY, BLACKISH BROWN.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE-ANT CLAIM;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE-CHERT;  siliceous; carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  (EST. 10% CORG);  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  (EST. 15% CORG);  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  10X B.G.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  2X B.G.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  2X B.G.;  carbonaceous (organic); micaceous;"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  2X B.G.;  carbonaceous (organic); silty;"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  2X B.G.;  silty; micaceous;"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  2X BG;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  3 1/2X BG;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  3X B.G.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  3X B.G.;  carbonaceous (organic); micaceous;"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  3X BG;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  4X B.G.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  4X BG;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  5X B.G.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  5X BG;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  7X B.G.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  9X B.G.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  ELEV. 6000;  carbonaceous (organic); sandy;"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  RADIATION 0.6X BG;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  REPLICATE OF MBO552;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  REPLICATE OF MCY032;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  REPLICATE OF SAMPLE MDW230;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE.  UNKNOWN #255;  carbonaceous (organic); laminated;"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE;  carbonaceous (organic); siliceous;"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SHALE;  clayey; carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SILTY SHALE, 896 FT ABOVE BASE"
"shale",NULL,NULL,NULL,"shale;CARBONACEOUS SILTY SHALE;  clayey; carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CARGELL #17.  BLACK SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CASSVILLE SHALE CH. SP. 0-6"" FR. BASE"
"shale",NULL,NULL,NULL,"shale;CASSVILLE SHALE CH. SP. 12-18"" FR. BASE"
"shale",NULL,NULL,NULL,"shale;CASSVILLE SHALE CH. SP. 6-12"" FR. BASE"
"shale",NULL,NULL,NULL,"shale;CHATANOOGA SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CHATTANOOGA SHALE, URANIFEROUS.  RADIOACTIVE FACIES;  clayey; carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CHEROKEE SH. UPPER 1 FT BK SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CHERTY SHALE;  cherty;"
"shale",NULL,NULL,NULL,"shale;CLAIM 28 CARBONACEOUS SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CLAY ALTERED SHALE;  laminated;"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE AT 15-20"" FM SCARP SIDE OF DIP SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE AT 20-24"" FROM DIP SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE AT 30-36"" FM UPLAND SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE AT 30-36"" FROM UPLAND SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE AT 36-40"" FM ROAD CUT OF SCARP FACE TYPE OUTCROP"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE AT 42-48"" FM DIP SLOPE ON STRIKE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE AT 66-72"" FM SCARP SIDE OF DIP SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE AT 66-72"" ON KNOLL, NON-CALCAREOUS, VERTISOL"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE AT 66-72""FM SCARP SIDE OF DIP SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE FM OUTCROP IN SCRAP FACE OF DIP SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE FM OUTCROP ON DIP SLOPE OF UPLAND RIDGE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE FM OUTCROP ON SCARP FACE OF DIP SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE FM OUTCROP ON SCRAP FACE DIP SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE FM SCARP FACE OF DIP SLOPE, SOME GYPSUM"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE FM SCRAP FACE OF DIP SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE W YELL PPT. & ABUN. GYPSUM ON UPLAND SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE WITH NEEDLE GYPSUM FM SCARP FACE OF DIP SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE W\\ABUN. GYPSUM FM SCARP FACE OF DIPPING SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE W\\GYPSUM AT 12-18"" FM OUTCROP ON SCARP FACE OF DIP SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE W\\GYPSUM AT 15-20"" FM OUTCROP ON SCARP FACE OF DIP SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE W\\GYPSUM AT 42-48"" FM SCARP FACE OF DIPPING SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE W\\SALT FROM OUTCROP FROM SCARP FACE OF DIPPING BEDS"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE W\\YELL PRECIP. AT 8-12"", FROM OUTCROP ON SCARP FACE OF DIP"
"shale",NULL,NULL,NULL,"shale;CLAY SHALE(YELL PPT) FM OUTCROP ON SCARP OF DIP SLOPE"
"shale",NULL,NULL,NULL,"shale;CLAY-SHALE, LIGHT BR GRAY, SILTY"
"shale",NULL,NULL,NULL,"shale;CLAY-SHALE, LIGHT GRAY, SILTY"
"shale",NULL,NULL,NULL,"shale;CLAY-SHALE, SILTY, 10' ABOVE HATFIELD SS MEMBER"
"shale",NULL,NULL,NULL,"shale;CLAYEY SHALE"
"shale",NULL,NULL,NULL,"shale;CLAYEY SHALE ORE"
"shale",NULL,NULL,NULL,"shale;CLAYEY SHALE ORE?"
"shale",NULL,NULL,NULL,"shale;CLAYEY SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;CLAYEY SILICEOUS SHALE"
"shale",NULL,NULL,NULL,"shale;CLAYEY SILICEOUS SHALE;  clayey; siliceous;"
"shale",NULL,NULL,NULL,"shale;CLAYEY SILICEOUS SHALE;  siliceous;"
"shale",NULL,NULL,NULL,"shale;CLAYEY SILICEOUS SHALE;  siliceous; clayey;"
"shale",NULL,NULL,NULL,"shale;CLAYSHALE, CORE SMPL.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CLAYSHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CLEVELAND SALT CO. NO. 1.  BLACK SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;COALY CARBONACEOUS SHALE.  2 1/2X BG;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;COALY CARBONACEOUS SHALE.  3X B.G.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;COALY SHALE 10 CM ABOBE SILCRETE"
"shale",NULL,NULL,NULL,"shale;COALY SHALE 20 CM ABOVE SILCRETE"
"shale",NULL,NULL,NULL,"shale;COALY SHALE, 13"", UPPER PART OF U. BANNER NO. 2 COAL BED"
"shale",NULL,NULL,NULL,"shale;COALY SHALE, 7"", LOWER PART OF RAVEN NO. 1 COAL BED"
"shale",NULL,NULL,NULL,"shale;COALY SHALE, CORE SMPL, BELOW CANYON BED, DEPTH INT. 99.3'-100.5'"
"shale",NULL,NULL,NULL,"shale;COALY SHALE.  (EST. 25% CORG);  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;COALY SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;COMPOSITE BK. PHOS. SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;COMPOSITE BROWN THIN BEDDED SHALES & ARG. LMS."
"shale",NULL,NULL,NULL,"shale;COMPOSITE DK. GRAY SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;COMPOSITE GRAY SILTY SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;COMPOSITE SAMPLE BK. PHOS. SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;CRUSHED BLACK SHALE;"
"shale",NULL,NULL,NULL,"shale;CU MINERALIZATION SHALE;  laminated;"
"shale",NULL,NULL,NULL,"shale;CU MINERALIZED SHALE;  massive;"
"shale",NULL,NULL,NULL,"shale;Cokerville Mine: shale & oolitic phosphorite"
"shale",NULL,NULL,NULL,"shale;Conda Mine: /tan-brown shale, ls, & pelletal phosphorite"
"shale",NULL,NULL,NULL,"shale;DARK BRN., CARBONACEOUS SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DARK GRAY CALCAREOUS SHALE"
"shale",NULL,NULL,NULL,"shale;DARK GRAY DOLOMITIC SHALE;  dolomitic;"
"shale",NULL,NULL,NULL,"shale;DARK GRAY NONCALCAREOUS FISSILE SHALE"
"shale",NULL,NULL,NULL,"shale;DARK GRAY NONCALCAREOUS SHALE"
"shale",NULL,NULL,NULL,"shale;DARK GRAY SHALE COMPOSITE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DARK GRAY SHALE(HIGH CARBONATE) 4230-4232 FT DEPTH. SIMILAR TO D142088;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DARK GRAY SHALE(HIGH CARBONATE) 5183-5204 FT DEPTH. SIMILAR TO D142087;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DARK GRAY SHALE, BED A BOTTOM 5 IN.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DARK GRAY SHALE, BED A, 10 IN.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DARK GRAY SHALE, UNIT 65;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DARK GRAY SHALE;  clayey; carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DARK GRAY SLIGHTLY CALCAREOUS SHALE.  SHARON SPRINGS MEMBER"
"shale",NULL,NULL,NULL,"shale;DARK GRAY SUBFISSLE NONCALCAREOUS SHALE"
"shale",NULL,NULL,NULL,"shale;DARK GRAY THIN-BEDDED SHALE"
"shale",NULL,NULL,NULL,"shale;DARK GRAY TO BLACK SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DARK GRAY TO GRAYISH BLACK CARBONACEOUS SHALE"
"shale",NULL,NULL,NULL,"shale;DARK GREY CALC. SHALE;  calcareous;"
"shale",NULL,NULL,NULL,"shale;DARK RED SHALE"
"shale",NULL,NULL,NULL,"shale;DARK SHALE"
"shale",NULL,NULL,NULL,"shale;DIATOMACEOUS CALCAREOUS SHALE;  calcareous; siliceous;"
"shale",NULL,NULL,NULL,"shale;DIATOMACEOUS SHALE"
"shale",NULL,NULL,NULL,"shale;DIATOMACEOUS SHALE;  siliceous;"
"shale",NULL,NULL,NULL,"shale;DK BROWN, CARB. SHALE W\\COALY STRINGERS 98.2-104.0 FT BLS"
"shale",NULL,NULL,NULL,"shale;DK BROWN, CARBONACEOUS SHALE 28.0-29.8 FT BLS"
"shale",NULL,NULL,NULL,"shale;DK GR SHALE ABOVE DRYWOOD COAL;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DK GRAY BLACK SHALE"
"shale",NULL,NULL,NULL,"shale;DK GRAY SHALE - SULFIDIC"
"shale",NULL,NULL,NULL,"shale;DK GRAY SHALE WITH LIGNITE STRINGERS 48.0-54.0 FT BLS"
"shale",NULL,NULL,NULL,"shale;DK RED MS JM-""K"" SHALE.  GOAT MTN;  laminated;"
"shale",NULL,NULL,NULL,"shale;DK RED-BRN CLAY-SHALE-WEATHERED.  ORGANIC CARBON;  laminated; ferruginous;"
"shale",NULL,NULL,NULL,"shale;DK. GRAY SHALE"
"shale",NULL,NULL,NULL,"shale;DK. GRAY SHALE, UNIT 107;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DK. GRAY SHALE, UNIT 149;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DK. GRAY SHALE, UNIT 195;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DK. GRAY SHALE, UNIT 221;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DK. GRAY SHALE, UNIT 45;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DOLOMITIC BLACK SHALE"
"shale",NULL,NULL,NULL,"shale;DOLOMITIC SHALE"
"shale",NULL,NULL,NULL,"shale;DOLOMITIC SHALE;  dolomitic;"
"shale",NULL,NULL,NULL,"shale;DOLOMITIC SILICEOUS SHALE"
"shale",NULL,NULL,NULL,"shale;DOLOMITIC SILICEOUS SHALE;  dolomitic;"
"shale",NULL,NULL,NULL,"shale;DOLOMITIC SILICEOUS SHALE;  dolomitic; siliceous;"
"shale",NULL,NULL,NULL,"shale;DOLOMITIC SILICEOUS SHALE;  siliceous; dolomitic;"
"shale",NULL,NULL,NULL,"shale;DOLOMITIC SILICEOUS SHALES;  siliceous; dolomitic;"
"shale",NULL,NULL,NULL,"shale;DOLOMITIC-CALCAREOUS CARBONACEOUS SHALE;  silty;"
"shale",NULL,NULL,NULL,"shale;DOUBLEHORN BLACK SHALE MBR. (INCLUDES CONODONT HASH);  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DOUBLEHORN BLACK SHALE MBR.;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;DR. GR. SHALE"
"shale",NULL,NULL,NULL,"shale;Dry Creek - USBM adit /black shale"
"shale",NULL,NULL,NULL,"shale;EASTSIDE 3 GREY LAMINATED SHALE;  laminated;"
"shale",NULL,NULL,NULL,"shale;ENERGY SHALE (SANDY FACIES) 0""-4"""
"shale",NULL,NULL,NULL,"shale;ENERGY SHALE 0""-4"""
"shale",NULL,NULL,NULL,"shale;FALCON BENTONITIC SHALE"
"shale",NULL,NULL,NULL,"shale;FALCON COLO. WELL BENTONITIC SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;FALCON DARK GREY SHALE"
"shale",NULL,NULL,NULL,"shale;FALCON DARK GREY SHALE;  bentonitic;"
"shale",NULL,NULL,NULL,"shale;FALCON DARK GREY SHALE;  calcareous;"
"shale",NULL,NULL,NULL,"shale;FALCON GREY SILTY SHALE;  silty;"
"shale",NULL,NULL,NULL,"shale;FALCON Z-Z1 FEDERAL GREY SHALE;  bentonitic;"
"shale",NULL,NULL,NULL,"shale;FERRUGINOUS SHALE;  ferruginous;"
"shale",NULL,NULL,NULL,"shale;FERRUGINOUS SILTY SHALE;  ferruginous;"
"shale",NULL,NULL,NULL,"shale;FINELY LAMINATED SHALE"
"shale",NULL,NULL,NULL,"shale;FISCHER ASSAY GRAY SPENT SHALE FROM OS-1;  carbonaceous (organic); carbonatic;"
"shale",NULL,NULL,NULL,"shale;FISSILE SHALE;  petroliferous;"
"shale",NULL,NULL,NULL,"shale;FISSLE SHALE;  petroliferous;"
"shale",NULL,NULL,NULL,"shale;FLINTY BLACK SHALE;  petroliferous;"
"shale",NULL,NULL,NULL,"shale;FOSSILIFEROUS GREEN SHALE;  clayey; micaceous;"
"shale",NULL,NULL,NULL,"shale;FRESH SHALE"
"shale",NULL,NULL,NULL,"shale;FRIABLE CLAY & SHALE"
"shale",NULL,NULL,NULL,"shale;FRIABLE SHALE"
"shale",NULL,NULL,NULL,"shale;FT. SCOTT LS. UPPER 20 IN DK GR SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GENERALPETR63-2BITTERCR.SEC2T10SR21EBLSHALEFACIESUINTABBR-BL SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GENERALPETR63-2BITTERCR.SEC2T10SR21EBLSHALEFACIESUINTABOL-BLACK SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GENERALPETR63-2BITTERCR.SEC2T10SR21EBLSHALEFACIESUINTABOL-BLSHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GOLD & GRAY SHALE-LACUSTRINE;  laminated;"
"shale",NULL,NULL,NULL,"shale;GOLD, RED, & GRAY SHALE-LACUSTRINE;  laminated;"
"shale",NULL,NULL,NULL,"shale;GR. BLK. SHALE"
"shale",NULL,NULL,NULL,"shale;GRAPHITIC SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GRAPTOLITIC BLACK SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GRAY CALC. SHALE, CORE SMPL, TONGUE RIVER MEM., DEPTH 214.0'-214.5'"
"shale",NULL,NULL,NULL,"shale;GRAY CARBONACEOUS CALYEY SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;GRAY CLAYEY SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;GRAY CLAYEY SHALE;  clayey; carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GRAY GREEN SHALE.  95 COTTONWOOD;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GRAY GREEN SHALE;  clayey; micaceous;"
"shale",NULL,NULL,NULL,"shale;GRAY PHYLLITIC SHALE;  laminated;"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE - BERRY QUARRY"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE WITH BLACK LAMINAE"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE WITH LIMONITE STAINS NURE LOC #55;  massive; carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE, URANIFEROUS, COALY, CARBONACEOUS.  1000-2000CPS, BED 6""THK;  carbonaceous (organic); silty;"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE-LACUSTRINE;  laminated;"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE-URANIFEROUS(?).  250-350 CPS;  siliceous; carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE-URANIFEROUS.  1200 CPS BELOW CONTACT WITH BURRO CANYON(?); siliceous;"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE-URANIFEROUS.  900 CPS ORANGE-YELLOW MINERAL COATS FRACTURES;   siliceous;"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE-URANIFEROUS.  BELOW CONTACT WITH BURRO CANYON (?);   siliceous;"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE.  250-350 CPS;  siliceous; carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE;  carbonaceous (organic); silty;"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE;  clayey; micaceous;"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE;  laminated;"
"shale",NULL,NULL,NULL,"shale;GRAY SHALE;  petroliferous;"
"shale",NULL,NULL,NULL,"shale;GRAY SILTY SHALE, UNIT 162;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GRAY SILTY SHALE, UNIT 178;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GRAY SILTY SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;GRAY SILTY WEATHERED VERY FOSSILIFEROUS SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;GRAY SILTY WEATHERED VERY SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;GRAY, SILTY WEATHERED SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;GRAY, SILTY WEATHERED VERY FOSSILIFEROUS SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;GRAY-BLACK SHALE - FALLY RUN BED"
"shale",NULL,NULL,NULL,"shale;GRAY-GREEN SHALE.  68-SCHOOL SECT 36"
"shale",NULL,NULL,NULL,"shale;GRAY-GREEN SHALE.  80-PAYDAY;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GRAYISH BLACK SHALE.  GULF WEST S. #1"
"shale",NULL,NULL,NULL,"shale;GRAYISH GREEN SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;GRAYISH GREEN SHALE;  clayey; carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GRAYISH GREEN SILTY SHALE;  silty;"
"shale",NULL,NULL,NULL,"shale;GRAYISH-GREEN SHALE;  clayey; carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GREELEY OCC. NO. 100 SHALE"
"shale",NULL,NULL,NULL,"shale;GREEN CLAYEY SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;GREEN GREY CALC. SHALE;  calcareous;"
"shale",NULL,NULL,NULL,"shale;GREEN SANDY SHALE"
"shale",NULL,NULL,NULL,"shale;GREEN SANDY SHALE ZONE;"
"shale",NULL,NULL,NULL,"shale;GREEN SHALE"
"shale",NULL,NULL,NULL,"shale;GREEN SHALE.  UTE #1(#160);  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GREEN SHALE.  YELLOW CIRCLE GP(#92)"
"shale",NULL,NULL,NULL,"shale;GREEN SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;GREEN SHALE;  laminated;"
"shale",NULL,NULL,NULL,"shale;GREEN SHALE;  silty;"
"shale",NULL,NULL,NULL,"shale;GREEN SHALE; CO3 LAYERS; ORG. MATTER;  clayey; calcareous;"
"shale",NULL,NULL,NULL,"shale;GREEN STRUCTURELESS SHALE;  clayey;"
"shale",NULL,NULL,NULL,"shale;GREEN-GRAY NONCALCAREOUS MARINE SHALE"
"shale",NULL,NULL,NULL,"shale;GREENISH GRAY SHALE NURE LOC #55;  laminated; clayey;"
"shale",NULL,NULL,NULL,"shale;GREY AND TAN, CARBONACEOUS SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;GRY SH LENS IN CONGLOMERATIC SS.  NEAR BASAL CONTACT SS CROSS-BEDDED;  silty; massive;"
"shale",NULL,NULL,NULL,"shale;GYPS. SHALE(MUDSTONE);  massive; sulfatic;"
"shale",NULL,NULL,NULL,"shale;GYPSIFEROUS SHALE, CHERTY;  sulfatic; cherty;"
"shale",NULL,NULL,NULL,"shale;GYPSIFEROUS SHALE;  sulfatic; laminated;"
"shale",NULL,NULL,NULL,"shale;Gay Mine: /brown-gray shale & ls"
"shale",NULL,NULL,NULL,"shale;Gay Mine: /gray-black shale"
"shale",NULL,NULL,NULL,"shale;Georgetown Canyon: composite, tailings, brownish-gray, fine-grained, phosphatic shale"
"shale",NULL,NULL,NULL,"shale;Gray waste rock; unaltered? phyllite wallrock;  laminated; calcareous"
"shale",NULL,NULL,NULL,"shale;HARD BLACK SHALE;  petroliferous;"
"shale",NULL,NULL,NULL,"shale;HAREBELL-BLACK SHALE"
"shale",NULL,NULL,NULL,"shale;Henry Mine: central /gray-black shale"
"shale",NULL,NULL,NULL,"shale;Highly deformed/sheared pyritic graphitic shale; related to deposits of existing or potential significance;"
"shale",NULL,NULL,NULL,"shale;Hot Springs Mine: flat-lying organic-rich shale & phosphorite"
"shale",NULL,NULL,NULL,"shale;IMPERVIOUS SHALE"
"shale",NULL,NULL,NULL,"shale;INTERBEDDED CARBONACEOUS SHALE AND SANDSTONE.  UNKNOWN #255;  carbonaceous (organic); clayey;"
"shale",NULL,NULL,NULL,"shale;INTERBEDDED SHALE/SILTSTONE.  BEST LOOKER (59);  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;INTERBEDDED-GRAY & BRNISH SHALE"
"shale",NULL,NULL,NULL,"shale;INTERBEDDED-GRAY SANDY SHALE"
"shale",NULL,NULL,NULL,"shale;INTERBEDDED-GRAY SHALE"
"shale",NULL,NULL,NULL,"shale;INTERBEDDED-GRNISH-GRAY SHALE"
"shale",NULL,NULL,NULL,"shale;INTERBEDDED-MAROON SHALE"
"shale",NULL,NULL,NULL,"shale;JOLLYTOWN COAL ZONE BLACK SHALE;  carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;JSHALE-BLUE BAND 70.5""-72"""
"shale",NULL,NULL,NULL,"shale;K-SHALE, GREEN"
"shale",NULL,NULL,NULL,"shale;KD SHALE LOCATION 3(ROUND B);  laminated; carbonaceous (organic);"
"shale",NULL,NULL,NULL,"shale;Kellerman mine: shale parting below secon"
"shale",NULL,NULL,NULL,"shale;Kuskokwim sh;"
"shale",NULL,NULL,NULL,"shale;LAMINATED BRECCIATED SHALE"
"shale",NULL,NULL,NULL,"shale;LAMINATED CALCAREOUS SHALE & SILTSTONE AND CALCARENITE"
"shale",NULL,NULL,NULL,"shale;LAMINATED DIATOMACEOUS SHALE;  siliceous; laminated;"
"shale",NULL,NULL,NULL,"shale;LAMINATED ORGANIC DIATOMACEOUS SHALE;  siliceous; carbonaceous (organic);"
