"lith_name","lith_texture","lith_comp","color","verbatim_lith"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE 11735 MOBIL #1 TRIEN;  clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE 11739 MOBIL #1 TRIEN;  clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE 11741 MOBIL #1 TRIEN;  clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE ABOVE PREBBLE PIT"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE ADJACENT TO JASPEROID"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE AND CLAYSTONE CALCAREOUS, DARK GRAY"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE AND CLAYSTONE; CALCAREOUS OLIVE GRAY TO DARK GRAY"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE AND CLAYSTONE; CALCAREOUS, CARBONACEOUS, GRAYISH BLACK"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE AND DOLOMITE"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE AND SHALE, CALCAREOUS, DARK GRAY, VERY FOSSILIFEROUS"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE AND SHALE, VERY DARK GRAY, CLAYEY, SOMEWHAT BLEACHED"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE ARGILLACEOUS;  clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE ARGILLACEOUS;  clayey; laminated;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE BEDS IN LANDSLIDE.  2,000CPS;  laminated;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE BOTTOM BED;  clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE COQUINA;  calcareous; bioclastic;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE COUNTRY ROCK AT BIMETALLIC MOUNTAIN DIATREME"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE DRILL CORE;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE FROM BRECCIA LOWER 1/4.  CARBONATE RK."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE FROM BRECCIA.  CARBONATE RK."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE HAND SAMPLE;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE HAND SAMPLE;  oolitic;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE OR DOLOMITE W\\ABUNDANT CHERT"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE PHOSPHATIC, ARGILLACEOUS;  phosphatic; clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE PINSON MINE"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE SILICEOUS;  siliceous;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE WITH CHALCOCITE AND MALACHITE"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE WITH GOETHITE"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE WITH MN. MICRONODULES;  nodular;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE WITH QUARTZ NODULES, SEVERAL 100 FT. FROM MAIN MINERALIZATIO"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE WITH SHALY PARTINGS;  laminated;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE WITH SPARRY CALCITE VEINLETS;  massive;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE WITH VISIBLE GALENA, SPHALERITE, REALGAR, ORPIMENT & CINNABA;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE W\\ABUNDANT CHERT"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE W\\ABUNDANT CHERT PYRITE?"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE W\\CARBONACEOUS SEAMS"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE W\\CHERT"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE W\\MINOR CHERT"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, -- HARD, DENSE, SILICEOUS"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 1. MB. BASE;  siliceous;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 1. MB. TOP;  siliceous;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 1. MB., TOP;  clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 1. U. MB. LS ""D"" TOP;  clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 1. U. MB. TOP;  siliceous;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 10 IN.;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 10,080 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 10050 ft MOBIL #1 TRIEN;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 10059 ft MOBIL #1 TRIEN;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,644 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,664 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,682 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,683 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,686 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,720 ft EXXON-TRIBAL BARRON COLLIER NO. 24-4;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,758 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,784 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,802 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,814 ft EXXON-TRIBAL BARRON COLLIER NO. 24-4;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,820 ft EXXON-TRIBAL BARRON COLLIER NO. 24-4;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,830 ft EXXON-TRIBAL BARRON COLLIER NO. 24-4;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,834 ft EXXON-TRIBAL BARRON COLLIER NO. 24-4;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,834 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,838 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,843 ft EXXON-TRIBAL BARRON COLLIER NO. 24-4;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,872 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11,887 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11401 ft PHILLIPS-MOBIL #1-C SEMINOLE-TRIBE;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11405 ft PHILLIPS-MOBIL #1-C SEMINOLE-TRIBE;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11412 ft PHILLIPS-MOBIL #1-C SEMINOLE-TRIBE;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11417 ft PHILLIPS-MOBIL #1-C SEMINOLE-TRIBE;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11422 ft PHILLIPS-MOBIL #1-C SEMINOLE-TRIBE;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11453 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11458 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11462 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11466 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11469 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11478 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11491 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11496 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 115 FT. ABOVE BASE"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11500 ft PHILLIPS-MOBIL #1-C SEMINOLE-TRIBE;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11502 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11515 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11525 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11526 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11528 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11560 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11575 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11579 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11582 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11584 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11589 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11597 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11600 ft HUMBLE LE HIGH ACRES NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11951 ft HUMBLE-ST. LSE NO. 1004;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 11999 ft HUMBLE-ST. LSE NO. 1004;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12 IN.;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12,192 ft HUMBLE-COLLIER NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12,231 ft HUMBLE-COLLIER NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12,247 ft HUMBLE-COLLIER NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12,300 ft HUMBLE-COLLIER NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12,306 ft HUMBLE-COLLIER NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12,308 ft HUMBLE-COLLIER NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12,387 ft HUMBLE-COLLIER NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12,392 ft HUMBLE-COLLIER NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12004 ft HUMBLE-ST. LSE NO. 1004;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12095 ft HUMBLE-ST. LSE NO. 1004;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12120 ft HUMBLE-ST. LSE NO. 1004;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12124 ft HUMBLE-ST. LSE NO. 1004;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12125 ft HUMBLE-ST. LSE NO. 1004;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12128 ft HUMBLE-ST. LSE NO. 1004;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 12163 ft HUMBLE-ST. LSE NO. 1004;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 155.7-155.9"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 16 FT. BELOW TOP"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 315 FT. ABOVE BASE"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 40 FT. BELOW TOP"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 48 FT. BELOW TOP"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 48 IN.;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 4945 ft, HUMBLE-COLLIER NO. 1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 5364 ft HUMBLE COLLIER NO. B-1.;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 5544 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 5595 ft HUMBLE COLLIER NO. B-1.;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 5596 ft HUMBLE COLLIER NO. B-1.;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 81 FT. ABOVE BASE"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9545 ft MOBIL #1 TRIEN;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9567 ft MOBIL #1 TRIEN;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9650 ft PHILLIPS-MOBIL #1-C SEMINOLE TRIBE;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9655 ft PHILLIPS-MOBIL #1-C SEMINOLE TRIBE;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9660 ft PHILLIPS-MOBIL #1-C SEMINOLE TRIBE;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9662 ft PHILLIPS-MOBIL #1-C SEMINOLE TRIBE;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9668 ft PHILLIPS-MOBIL #1-C SEMINOLE TRIBE;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9674 ft PHILLIPS-MOBIL #1-C SEMINOLE TRIBE;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9718 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9765 ft, HUMBLE-GCR NO. 2;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9766 ft, HUMBLE-GCR NO. 2;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9795 ft, HUMBLE-GCR NO. 2;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9796 ft, HUMBLE-GCR NO. 2;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9833 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9847 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9866 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9914 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, 9972 ft HUMBLE-CURRY #1;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, ALGAL"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, ALTERED BY INTRUSION"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, ARGILLACEOUS"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, ARGILLACEOUS AND SILTY;  silty; clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, ARGILLACEOUS, SILICEOUS"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, ARGILLACEOUS;  clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, ARKOSIC.  GUADALUPITA AREA;  arkosic;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, BENWOOD LIMESTONE BED;  clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, BLEACHED;  calcareous;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, BLEACHED;  calcareous; petroliferous;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, BRECCIATED"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CARBONACEOUS, DARK GRAY SILTY AND CLAYEY"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CARBONACEOUS, SILTY MEDIUM DARK GRAY TO GY BLK."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CARBONACEOUS, SILTY, FOSSILIF., DARK GRAY TO GRAYISH BLACK"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CARBONACEOUS, SILTY;  carbonaceous (organic); silty;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CARBONACEOUS;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CHERTY;  massive;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CLASTIC.;  clastic; massive;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CLAYEY TO SILTY, DARK GRAY TO GRAYISH BLACK"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CLAYEY, AND CLAYSTONE, LIMY MED DK GY"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CLAYEY, CARBONACEOUS PETROLIFEROUS, V. DK. GRAY"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CLAYEY, MED. DK GRAY"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CLAYEY, OLIVE GRAY"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CLAYEY, OLIVE GRAY TO OLIVE BLACK"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CONGLOMERATIC;  clastic;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, COPPER-BEARING COMPOSITE SAMPLE"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SAMPLE, DEPTH INTERVAL = 18.3-19.0 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SAMPLE, DEPTH INTERVAL = 30.0-34.3 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SAMPLE, DEPTH INTERVAL = 33.2-35.2 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SAMPLE, DEPTH INTERVAL = 69.2-71.6 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SAMPLE, DEPTH INTERVAL = 78.1-79.8 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SAMPLE, DEPTH INTERVAL = 82.7-83.7 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SAMPLE, DEPTH INTERVAL = 86.9-98.7 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SAMPLE, DEPTH INTERVAL = 98.7-99.8 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 109.7-110.2 + 111.2-111.7 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 118.6-119.0 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 134.6-136.6 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 142.5 TO 146.8 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 170.1-171.6 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 174.0-175.1 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 283.9-284.6 & 286.6-286.9 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 3368.0-3370.0 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 3370.0-3372.3 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 3376.7-3378.7 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 3439.3-3439.5 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 54.7-58.9 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, CORE SMPL., DEPTH INTERVAL = 56.6-61.5 FT."
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, DARK GRAY, SILTY"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, DARK GRAY, SILTY, SILICEOUS"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, DOLOMITIC SL. ARGILLACEOUS;  dolomitic;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, DOLOMITIC, ARGILLACEOUS;  dolomitic; clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, FINELY SANDY;  massive; sandy;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, FOSSILIFEROUS"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, FOSSILIFEROUS, AMES LIMESTONE MEMBER"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, FRAGMENTAL"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, FRAGMENTAL, GLAUCONITIC"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, FRAGMENTED"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, GRAGMENTAL"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, GRAY, CARBONACEOUS, LAMBE LAKE AREA;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, GRAY, FOSSILIFEROUS"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, GRAY, HARD, F. G. WITH SHALE INTERBEDS;  sandy; siliceous;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, HARD, DENSE, LT. BRN-GRAY LACUSTRINE"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, HUMBLE #1 STATE LEASE 1004 11,419 TO 11,423;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, HUMBLE #1 STATE LEASE 1004 11,436-11,445;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, HUMBLE #1 STATE LEASE 1004 11,492-11,494;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, HUMBLE #1 STATE LEASE 1004 11,517-11,520;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, HUMBLE #1 STATE LEASE 1004 11,529-11,538;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, HUMBLE #1 STATE LEASE 1004 11,559-11,561;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, HUMBLE #1 STATE LEASE 1004 11,564-11,565;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, HUMBLE #1 STATE LEASE 1004 11,568-11,578;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, HUMBLE #1 STATE LEASE 1004 11,590-11,591;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, HUMBLE #1 STATE LEASE 1004 11,595-11,598;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, HUMBLE #1 STATE LEASE 1004 11,609-11,613;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, LOWER LIMESTONE MEMBER;  clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, LOWER MB., 35 ft ABOVE BASE;  clayey;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, LT-GRAY, THIN-BEDDED, LACUSTRINE W\\SILICEOUS BANDS, OSTRACO"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, LT. BRN DENSE VY SANDY W/WHITE CALCITE VEINS;  sandy; siliceous;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, MED. DK GRAY, SILTY"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, MED. DK. GRAY, SILTY, SILICEOUS"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, MEDIUM GRAY, SILTY, CHERTY"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, MICRITIC"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, MICRITIC;  laminated;"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, MOBIL SEMINAL TRIBE 1-B 11,401-11,405;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, MOBIL SEMINAL TRIBE 1-B 11,405-11,406;  carbonaceous (organic);"
"limestone",NULL,NULL,NULL,"limestone;LIMESTONE, MOBIL SEMINAL TRIBE 1-B 11,414-11,417;  carbonaceous (organic);"
